26 73|56 75|19 85|8 63|52 42|16 86|9 89|77 32|47 20|26 62|58 86|65 95|95 21|18 67|22 76|51 41|
86 85|47 31|53 39|64 82|12 81|78 56|82 15|29 72|70 95|57 78|40 12|56 67|65 80|89 0|78 57|26 76|
44 60|90 55|38 57|56 45|81 20|81 38|80 35|29 33|57 37|32 57|13 61|12 5|51 67|5 0|54 44|80 34|
56 60|10 55|62 57|44 45|19 20|19 38|20 35|71 33|43 37|68 57|87 61|88 5|49 67|95 0|46 44|20 34|
44 40|90 45|38 43|56 55|81 80|81 62|80 65|29 67|57 63|32 43|13 39|12 95|51 33|5 100|54 56|80 66|
60 44|55 90|57 38|45 56|20 81|38 81|35 80|33 29|37 57|57 32|61 13|5 12|67 51|0 5|44 54|34 80|
60 56|55 10|57 62|45 44|20 19|38 19|35 20|33 71|37 43|57 68|61 87|5 88|67 49|0 95|44 46|34 20|
56 40|10 45|62 43|44 55|19 80|19 62|20 65|71 67|43 63|68 43|87 39|88 95|49 33|95 100|46 56|20 66|
40 44|45 90|43 38|55 56|80 81|62 81|65 80|67 29|63 57|43 32|39 13|95 12|33 51|100 5|56 54|66 80|
56 18|65 78|29 63|61 77|27 17|49 83|93 97|36 35|43 43|44 58|3 95|54 79|40 66|13 86|39 39|41 60|
44 18|35 78|71 63|39 77|73 17|51 83|7 97|64 35|57 43|56 58|97 95|46 79|60 66|87 86|61 39|59 60|
56 82|65 22|29 37|61 23|27 83|49 17|93 3|36 65|43 57|44 42|3 5|54 21|40 34|13 14|39 61|41 40|
18 56|78 65|63 29|77 61|17 27|83 49|97 93|35 36|43 43|58 44|95 3|79 54|66 40|86 13|39 39|60 41|
18 44|78 35|63 71|77 39|17 73|83 51|97 7|35 64|43 57|58 56|95 97|79 46|66 60|86 87|39 61|60 59|
44 82|35 22|71 37|39 23|73 83|51 17|7 3|64 65|57 57|56 42|97 5|46 21|60 34|87 14|61 61|59 40|
82 56|22 65|37 29|23 61|83 27|17 49|3 93|65 36|57 43|42 44|5 3|21 54|34 40|14 13|61 39|40 41|
28 61|33 68|85 46|62 58|27 13|21 89|10 42|98 44|77 83|39 43|58 64|75 47|66 67|21 53|40 39|60 57|
72 61|67 68|15 46|38 58|73 13|79 89|90 42|2 44|23 83|61 43|42 64|25 47|34 67|79 53|60 39|40 57|
28 39|33 32|85 54|62 42|27 87|21 11|10 58|98 56|77 17|39 57|58 36|75 53|66 33|21 47|40 61|60 43|
61 28|68 33|46 85|58 62|13 27|89 21|42 10|44 98|83 77|43 39|64 58|47 75|67 66|53 21|39 40|57 60|
61 72|68 67|46 15|58 38|13 73|89 79|42 90|44 2|83 23|43 61|64 42|47 25|67 34|53 79|39 60|57 40|
72 39|67 32|15 54|38 42|73 87|79 11|90 58|2 56|23 17|61 57|42 36|25 53|34 33|79 47|60 61|40 43|
39 28|32 33|54 85|42 62|87 27|11 21|58 10|56 98|17 77|57 39|36 58|53 75|33 66|47 21|61 40|43 60|
51 34|86 4|18 77|14 85|27 30|74 18|58 3|3 31|63 52|60 52|30 29|50 38|88 57|4 99|32 28|60 35|
49 34|14 4|82 77|86 85|73 30|26 18|42 3|97 31|37 52|40 52|70 29|50 38|12 57|96 99|68 28|40 35|
51 66|86 96|18 23|14 15|27 70|74 82|58 97|3 69|63 48|60 48|30 71|50 62|88 43|4 1|32 72|60 65|
34 51|4 86|77 18|85 14|30 27|18 74|3 58|31 3|52 63|52 60|29 30|38 50|57 88|99 4|28 32|35 60|
34 49|4 14|77 82|85 86|30 73|18 26|3 42|31 97|52 37|52 40|29 70|38 50|57 12|99 96|28 68|35 40|
49 66|14 96|82 23|86 15|73 70|26 82|42 97|97 69|37 48|40 48|70 71|50 62|12 43|96 1|68 72|40 65|
66 51|96 86|23 18|15 14|70 27|82 74|97 58|69 3|48 63|48 60|71 30|62 50|43 88|1 4|72 32|65 60|
52 28|24 20|53 56|78 19|41 17|0 99|85 84|48 58|35 68|72 22|8 21|59 24|70 10|0 21|46 30|69 24|
48 28|76 20|47 56|22 19|59 17|100 99|15 84|52 58|65 68|28 22|92 21|41 24|30 10|100 21|54 30|31 24|
52 72|24 80|53 44|78 81|41 83|0 1|85 16|48 42|35 32|72 78|8 79|59 76|70 90|0 79|46 70|69 76|
28 52|20 24|56 53|19 78|17 41|99 0|84 85|58 48|68 35|22 72|21 8|24 59|10 70|21 0|30 46|24 69|
28 48|20 76|56 47|19 22|17 59|99 100|84 15|58 52|68 65|22 28|21 92|24 41|10 30|21 100|30 54|24 31|
48 72|76 80|47 44|22 81|59 83|100 1|15 16|52 42|65 32|28 78|92 79|41 76|30 90|100 79|54 70|31 76|
72 52|80 24|44 53|81 78|83 41|1 0|16 85|42 48|32 35|78 72|79 8|76 59|90 70|79 0|70 46|76 69|
78 33|46 57|76 19|32 29|24 91|82 44|38 33|0 91|93 2|32 50|22 66|35 67|26 13|26 64|33 50|77 29|
22 33|54 57|24 19|68 29|76 91|18 44|62 33|100 91|7 2|68 50|78 66|65 67|74 13|74 64|67 50|23 29|
78 67|46 43|76 81|32 71|24 9|82 56|38 67|0 9|93 98|32 50|22 34|35 33|26 87|26 36|33 50|77 71|
33 78|57 46|19 76|29 32|91 24|44 82|33 38|91 0|2 93|50 32|66 22|67 35|13 26|64 26|50 33|29 77|
33 22|57 54|19 24|29 68|91 76|44 18|33 62|91 100|2 7|50 68|66 78|67 65|13 74|64 74|50 67|29 23|
22 67|54 43|24 81|68 71|76 9|18 56|62 67|100 9|7 98|68 50|78 34|65 33|74 87|74 36|67 50|23 71|
67 78|43 46|81 76|71 32|9 24|56 82|67 38|9 0|98 93|50 32|34 22|33 35|87 26|36 26|50 33|71 77|
79 46|35 52|56 4|23 27|19 23|81 37|17 98|58 18|57 16|40 51|91 36|71 87|40 72|24 27|24 84|72 89|
21 46|65 52|44 4|77 27|81 23|19 37|83 98|42 18|43 16|60 51|9 36|29 87|60 72|76 27|76 84|28 89|
79 54|35 48|56 96|23 73|19 77|81 63|17 2|58 82|57 84|40 49|91 64|71 13|40 28|24 73|24 16|72 11|
46 79|52 35|4 56|27 23|23 19|37 81|98 17|18 58|16 57|51 40|36 91|87 71|72 40|27 24|84 24|89 72|
46 21|52 65|4 44|27 77|23 81|37 19|98 83|18 42|16 43|51 60|36 9|87 29|72 60|27 76|84 76|89 28|
21 54|65 48|44 96|77 73|81 77|19 63|83 2|42 82|43 84|60 49|9 64|29 13|60 28|76 73|76 16|28 11|
54 79|48 35|96 56|73 23|77 19|63 81|2 17|82 58|84 57|49 40|64 91|13 71|28 40|73 24|16 24|11 72|
93 23|55 86|57 91|72 87|55 67|19 65|79 61|85 40|27 51|60 74|5 88|27 47|12 9|53 63|54 84|82 50|
7 23|45 86|43 91|28 87|45 67|81 65|21 61|15 40|73 51|40 74|95 88|73 47|88 9|47 63|46 84|18 50|
93 77|55 14|57 9|72 13|55 33|19 35|79 39|85 60|27 49|60 26|5 12|27 53|12 91|53 37|54 16|82 50|
23 93|86 55|91 57|87 72|67 55|65 19|61 79|40 85|51 27|74 60|88 5|47 27|9 12|63 53|84 54|50 82|
23 7|86 45|91 43|87 28|67 45|65 81|61 21|40 15|51 73|74 40|88 95|47 73|9 88|63 47|84 46|50 18|
7 77|45 14|43 9|28 13|45 33|81 35|21 39|15 60|73 49|40 26|95 12|73 53|88 91|47 37|46 16|18 50|
77 93|14 55|9 57|13 72|33 55|35 19|39 79|60 85|49 27|26 60|12 5|53 27|91 12|37 53|16 54|50 82|
72 50|73 21|76 91|34 62|41 59|22 20|98 42|75 87|3 90|3 15|11 83|19 80|34 21|0 13|23 65|69 62|
28 50|27 21|24 91|66 62|59 59|78 20|2 42|25 87|97 90|97 15|89 83|81 80|66 21|100 13|77 65|31 62|
72 50|73 79|76 9|34 38|41 41|22 80|98 58|75 13|3 10|3 85|11 17|19 20|34 79|0 87|23 35|69 38|
50 72|21 73|91 76|62 34|59 41|20 22|42 98|87 75|90 3|15 3|83 11|80 19|21 34|13 0|65 23|62 69|
50 28|21 27|91 24|62 66|59 59|20 78|42 2|87 25|90 97|15 97|83 89|80 81|21 66|13 100|65 77|62 31|
28 50|27 79|24 9|66 38|59 41|78 80|2 58|25 13|97 10|97 85|89 17|81 20|66 79|100 87|77 35|31 38|
50 72|79 73|9 76|38 34|41 41|80 22|58 98|13 75|10 3|85 3|17 11|20 19|79 34|87 0|35 23|38 69|
91 14|12 93|76 71|87 48|72 80|71 29|40 74|1 55|17 60|63 52|81 22|68 90|98 37|4 99|18 88|38 76|
9 14|88 93|24 71|13 48|28 80|29 29|60 74|99 55|83 60|37 52|19 22|32 90|2 37|96 99|82 88|62 76|
91 86|12 7|76 29|87 52|72 20|71 71|40 26|1 45|17 40|63 48|81 78|68 10|98 63|4 1|18 12|38 24|
14 91|93 12|71 76|48 87|80 72|29 71|74 40|55 1|60 17|52 63|22 81|90 68|37 98|99 4|88 18|76 38|
14 9|93 88|71 24|48 13|80 28|29 29|74 60|55 99|60 83|52 37|22 19|90 32|37 2|99 96|88 82|76 62|
9 86|88 7|24 29|13 52|28 20|29 71|60 26|99 45|83 40|37 48|19 78|32 10|2 63|96 1|82 12|62 24|
86 91|7 12|29 76|52 87|20 72|71 71|26 40|45 1|40 17|48 63|78 81|10 68|63 98|1 4|12 18|24 38|
52 3|64 44|98 7|73 91|87 38|21 42|75 54|71 24|65 69|0 58|67 41|37 26|73 97|2 57|64 71|95 10|
48 3|36 44|2 7|27 91|13 38|79 42|25 54|29 24|35 69|100 58|33 41|63 26|27 97|98 57|36 71|5 10|
52 97|64 56|98 93|73 9|87 62|21 58|75 46|71 76|65 31|0 42|67 59|37 74|73 3|2 43|64 29|95 90|
3 52|44 64|7 98|91 73|38 87|42 21|54 75|24 71|69 65|58 0|41 67|26 37|97 73|57 2|71 64|10 95|
3 48|44 36|7 2|91 27|38 13|42 79|54 25|24 29|69 35|58 100|41 33|26 63|97 27|57 98|71 36|10 5|
48 97|36 56|2 93|27 9|13 62|79 58|25 46|29 76|35 31|100 42|33 59|63 74|27 3|98 43|36 29|5 90|
97 52|56 64|93 98|9 73|62 87|58 21|46 75|76 71|31 65|42 0|59 67|74 37|3 73|43 2|29 64|90 95|
74 71|82 86|37 71|92 4|68 74|61 74|78 26|54 78|95 85|32 87|69 73|64 95|3 98|61 45|85 85|89 84|
26 71|18 86|63 71|8 4|32 74|39 74|22 26|46 78|5 85|68 87|31 73|36 95|97 98|39 45|15 85|11 84|
74 29|82 14|37 29|92 96|68 26|61 26|78 74|54 22|95 15|32 13|69 27|64 5|3 2|61 55|85 15|89 16|
71 74|86 82|71 37|4 92|74 68|74 61|26 78|78 54|85 95|87 32|73 69|95 64|98 3|45 61|85 85|84 89|
71 26|86 18|71 63|4 8|74 32|74 39|26 22|78 46|85 5|87 68|73 31|95 36|98 97|45 39|85 15|84 11|
26 29|18 14|63 29|8 96|32 26|39 26|22 74|46 22|5 15|68 13|31 27|36 5|97 2|39 55|15 15|11 16|
29 74|14 82|29 37|96 92|26 68|26 61|74 78|22 54|15 95|13 32|27 69|5 64|2 3|55 61|15 85|16 89|
98 46|75 57|68 84|16 75|67 83|76 56|3 99|38 47|28 28|13 92|31 30|10 3|30 41|8 85|14 87|57 82|
2 46|25 57|32 84|84 75|33 83|24 56|97 99|62 47|72 28|87 92|69 30|90 3|70 41|92 85|86 87|43 82|
98 54|75 43|68 16|16 25|67 17|76 44|3 1|38 53|28 72|13 8|31 70|10 97|30 59|8 15|14 13|57 18|
46 98|57 75|84 68|75 16|83 67|56 76|99 3|47 38|28 28|92 13|30 31|3 10|41 30|85 8|87 14|82 57|
46 2|57 25|84 32|75 84|83 33|56 24|99 97|47 62|28 72|92 87|30 69|3 90|41 70|85 92|87 86|82 43|
2 54|25 43|32 16|84 25|33 17|24 44|97 1|62 53|72 72|87 8|69 70|90 97|70 59|92 15|86 13|43 18|
54 98|43 75|16 68|25 16|17 67|44 76|1 3|53 38|72 28|8 13|70 31|97 10|59 30|15 8|13 14|18 57|
20 73|11 30|5 24|38 36|85 94|28 66|11 87|30 29|34 33|71 0|34 66|26 40|44 26|0 20|27 41|28 26|
80 73|89 30|95 24|62 36|15 94|72 66|89 87|70 29|66 33|29 0|66 66|74 40|56 26|100 20|73 41|72 26|
20 27|11 70|5 76|38 64|85 6|28 34|11 13|30 71|34 67|71 100|34 34|26 60|44 74|0 80|27 59|28 74|
73 20|30 11|24 5|36 38|94 85|66 28|87 11|29 30|33 34|0 71|66 34|40 26|26 44|20 0|41 27|26 28|
73 80|30 89|24 95|36 62|94 15|66 72|87 89|29 70|33 66|0 29|66 66|40 74|26 56|20 100|41 73|26 72|
80 27|89 70|95 76|62 64|15 6|72 34|89 13|70 71|66 67|29 100|66 34|74 60|56 74|100 80|73 59|72 74|
27 20|70 11|76 5|64 38|6 85|34 28|13 11|71 30|67 34|100 71|34 34|60 26|74 44|80 0|59 27|74 28|
65 45|95 3|89 95|83 75|3 32|77 18|83 73|56 51|18 83|14 84|86 70|84 85|23 52|0 30|0 88|58 31|
35 45|5 3|11 95|17 75|97 32|23 18|17 73|44 51|82 83|86 84|14 70|16 85|77 52|100 30|100 88|42 31|
65 55|95 97|89 5|83 25|3 68|77 82|83 27|56 49|18 17|14 16|86 30|84 15|23 48|0 70|0 12|58 69|
45 65|3 95|95 89|75 83|32 3|18 77|73 83|51 56|83 18|84 14|70 86|85 84|52 23|30 0|88 0|31 58|
45 35|3 5|95 11|75 17|32 97|18 23|73 17|51 44|83 82|84 86|70 14|85 16|52 77|30 100|88 100|31 42|
35 55|5 97|11 5|17 25|97 68|23 82|17 27|44 49|82 17|86 16|14 30|16 15|77 48|100 70|100 12|42 69|
55 65|97 95|5 89|25 83|68 3|82 77|27 83|49 56|17 18|16 14|30 86|15 84|48 23|70 0|12 0|69 58|
76 82|75 92|19 28|75 89|9 4|92 98|20 27|8 25|81 1|17 20|78 47|81 80|71 74|63 43|71 75|78 74|
24 82|25 92|81 28|25 89|91 4|8 98|80 27|92 25|19 1|83 20|22 47|19 80|29 74|37 43|29 75|22 74|
76 18|75 8|19 72|75 11|9 96|92 2|20 73|8 75|81 99|17 80|78 53|81 20|71 26|63 57|71 25|78 26|
82 76|92 75|28 19|89 75|4 9|98 92|27 20|25 8|1 81|20 17|47 78|80 81|74 71|43 63|75 71|74 78|
82 24|92 25|28 81|89 25|4 91|98 8|27 80|25 92|1 19|20 83|47 22|80 19|74 29|43 37|75 29|74 22|
24 18|25 8|81 72|25 11|91 96|8 2|80 73|92 75|19 99|83 80|22 53|19 20|29 26|37 57|29 25|22 26|
18 76|8 75|72 19|11 75|96 9|2 92|73 20|75 8|99 81|80 17|53 78|20 81|26 71|57 63|25 71|26 78|
23 46|50 58|95 5|47 44|43 45|11 52|2 90|36 47|23 37|41 63|56 30|4 8|66 67|0 4|47 59|51 33|
77 46|50 58|5 5|53 44|57 45|89 52|98 90|64 47|77 37|59 63|44 30|96 8|34 67|100 4|53 59|49 33|
23 54|50 42|95 95|47 56|43 55|11 48|2 10|36 53|23 63|41 37|56 70|4 92|66 33|0 96|47 41|51 67|
46 23|58 50|5 95|44 47|45 43|52 11|90 2|47 36|37 23|63 41|30 56|8 4|67 66|4 0|59 47|33 51|
46 77|58 50|5 5|44 53|45 57|52 89|90 98|47 64|37 77|63 59|30 44|8 96|67 34|4 100|59 53|33 49|
77 54|50 42|5 95|53 56|57 55|89 48|98 10|64 53|77 63|59 37|44 70|96 92|34 33|100 96|53 41|49 67|
54 23|42 50|95 95|56 47|55 43|48 11|10 2|53 36|63 23|37 41|70 56|92 4|33 66|96 0|41 47|67 51|
3 96|14 80|84 86|98 98|6 92|3 44|66 37|67 27|63 5|27 42|84 41|94 93|83 53|62 33|65 23|83 42|
97 96|86 80|16 86|2 98|94 92|97 44|34 37|33 27|37 5|73 42|16 41|6 93|17 53|38 33|35 23|17 42|
3 4|14 20|84 14|98 2|6 8|3 56|66 63|67 73|63 95|27 58|84 59|94 7|83 47|62 67|65 77|83 58|
96 3|80 14|86 84|98 98|92 6|44 3|37 66|27 67|5 63|42 27|41 84|93 94|53 83|33 62|23 65|42 83|
96 97|80 86|86 16|98 2|92 94|44 97|37 34|27 33|5 37|42 73|41 16|93 6|53 17|33 38|23 35|42 17|
97 4|86 20|16 14|2 2|94 8|97 56|34 63|33 73|37 95|73 58|16 59|6 7|17 47|38 67|35 77|17 58|
4 3|20 14|14 84|2 98|8 6|56 3|63 66|73 67|95 63|58 27|59 84|7 94|47 83|67 62|77 65|58 83|
61 90|85 30|37 16|60 42|87 59|31 13|89 44|93 35|86 69|95 2|79 67|99 93|85 17|40 17|56 99|61 42|
39 90|15 30|63 16|40 42|13 59|69 13|11 44|7 35|14 69|5 2|21 67|1 93|15 17|60 17|44 99|39 42|
61 10|85 70|37 84|60 58|87 41|31 87|89 56|93 65|86 31|95 98|79 33|99 7|85 83|40 83|56 1|61 58|
90 61|30 85|16 37|42 60|59 87|13 31|44 89|35 93|69 86|2 95|67 79|93 99|17 85|17 40|99 56|42 61|
90 39|30 15|16 63|42 40|59 13|13 69|44 11|35 7|69 14|2 5|67 21|93 1|17 15|17 60|99 44|42 39|
39 10|15 70|63 84|40 58|13 41|69 87|11 56|7 65|14 31|5 98|21 33|1 7|15 83|60 83|44 1|39 58|
10 61|70 85|84 37|58 60|41 87|87 31|56 89|65 93|31 86|98 95|33 79|7 99|83 85|83 40|1 56|58 61|
75 66|1 99|48 38|15 88|34 22|84 97|36 67|41 65|90 25|45 85|11 91|54 76|74 40|15 0|40 91|69 45|
25 66|99 99|52 38|85 88|66 22|16 97|64 67|59 65|10 25|55 85|89 91|46 76|26 40|85 0|60 91|31 45|
75 34|1 1|48 62|15 12|34 78|84 3|36 33|41 35|90 75|45 15|11 9|54 24|74 60|15 100|40 9|69 55|
66 75|99 1|38 48|88 15|22 34|97 84|67 36|65 41|25 90|85 45|91 11|76 54|40 74|0 15|91 40|45 69|
66 25|99 99|38 52|88 85|22 66|97 16|67 64|65 59|25 10|85 55|91 89|76 46|40 26|0 85|91 60|45 31|
25 34|99 1|52 62|85 12|66 78|16 3|64 33|59 35|10 75|55 15|89 9|46 24|26 60|85 100|60 9|31 55|
34 75|1 1|62 48|12 15|78 34|3 84|33 36|35 41|75 90|15 45|9 11|24 54|60 74|100 15|9 40|55 69|
85 44|31 68|97 39|92 91|17 74|47 45|84 61|57 48|91 51|14 14|50 63|39 26|20 18|76 73|86 42|94 52|
15 44|69 68|3 39|8 91|83 74|53 45|16 61|43 48|9 51|86 14|50 63|61 26|80 18|24 73|14 42|6 52|
85 56|31 32|97 61|92 9|17 26|47 55|84 39|57 52|91 49|14 86|50 37|39 74|20 82|76 27|86 58|94 48|
44 85|68 31|39 97|91 92|74 17|45 47|61 84|48 57|51 91|14 14|63 50|26 39|18 20|73 76|42 86|52 94|
44 15|68 69|39 3|91 8|74 83|45 53|61 16|48 43|51 9|14 86|63 50|26 61|18 80|73 24|42 14|52 6|
15 56|69 32|3 61|8 9|83 26|53 55|16 39|43 52|9 49|86 86|50 37|61 74|80 82|24 27|14 58|6 48|
56 85|32 31|61 97|9 92|26 17|55 47|39 84|52 57|49 91|86 14|37 50|74 39|82 20|27 76|58 86|48 94|
2 38|95 13|73 31|49 46|67 62|70 64|97 71|19 73|35 44|14 77|2 88|8 83|19 55|12 58|12 81|15 57|
98 38|5 13|27 31|51 46|33 62|30 64|3 71|81 73|65 44|86 77|98 88|92 83|81 55|88 58|88 81|85 57|
2 62|95 87|73 69|49 54|67 38|70 36|97 29|19 27|35 56|14 23|2 12|8 17|19 45|12 42|12 19|15 43|
38 2|13 95|31 73|46 49|62 67|64 70|71 97|73 19|44 35|77 14|88 2|83 8|55 19|58 12|81 12|57 15|
38 98|13 5|31 27|46 51|62 33|64 30|71 3|73 81|44 65|77 86|88 98|83 92|55 81|58 88|81 88|57 85|
98 62|5 87|27 69|51 54|33 38|30 36|3 29|81 27|65 56|86 23|98 12|92 17|81 45|88 42|88 19|85 43|
62 2|87 95|69 73|54 49|38 67|36 70|29 97|27 19|56 35|23 14|12 2|17 8|45 19|42 12|19 12|43 15|
42 56|4 42|96 81|12 79|89 19|36 65|78 49|66 93|58 69|94 8|81 80|76 83|57 58|33 68|57 71|79 81|
58 56|96 42|4 81|88 79|11 19|64 65|22 49|34 93|42 69|6 8|19 80|24 83|43 58|67 68|43 71|21 81|
42 44|4 58|96 19|12 21|89 81|36 35|78 51|66 7|58 31|94 92|81 20|76 17|57 42|33 32|57 29|79 19|
56 42|42 4|81 96|79 12|19 89|65 36|49 78|93 66|69 58|8 94|80 81|83 76|58 57|68 33|71 57|81 79|
56 58|42 96|81 4|79 88|19 11|65 64|49 22|93 34|69 42|8 6|80 19|83 24|58 43|68 67|71 43|81 21|
58 44|96 58|4 19|88 21|11 81|64 35|22 51|34 7|42 31|6 92|19 20|24 17|43 42|67 32|43 29|21 19|
44 42|58 4|19 96|21 12|81 89|35 36|51 78|7 66|31 58|92 94|20 81|17 76|42 57|32 33|29 57|19 79|
53 22|26 38|18 9|55 98|67 39|52 80|53 24|7 25|52 66|32 17|22 34|92 2|9 1|19 12|32 18|54 33|
47 22|74 38|82 9|45 98|33 39|48 80|47 24|93 25|48 66|68 17|78 34|8 2|91 1|81 12|68 18|46 33|
53 78|26 62|18 91|55 2|67 61|52 20|53 76|7 75|52 34|32 83|22 66|92 98|9 99|19 88|32 82|54 67|
22 53|38 26|9 18|98 55|39 67|80 52|24 53|25 7|66 52|17 32|34 22|2 92|1 9|12 19|18 32|33 54|
22 47|38 74|9 82|98 45|39 33|80 48|24 47|25 93|66 48|17 68|34 78|2 8|1 91|12 81|18 68|33 46|
47 78|74 62|82 91|45 2|33 61|48 20|47 76|93 75|48 34|68 83|78 66|8 98|91 99|81 88|68 82|46 67|
78 53|62 26|91 18|2 55|61 67|20 52|76 53|75 7|34 52|83 32|66 22|98 92|99 9|88 19|82 32|67 54|
43 46|16 96|92 89|80 39|30 30|78 43|84 68|74 2|28 55|7 17|15 19|69 13|72 26|20 20|29 30|77 48|
57 46|84 96|8 89|20 39|70 30|22 43|16 68|26 2|72 55|93 17|85 19|31 13|28 26|80 20|71 30|23 48|
43 54|16 4|92 11|80 61|30 70|78 57|84 32|74 98|28 45|7 83|15 81|69 87|72 74|20 80|29 70|77 52|
46 43|96 16|89 92|39 80|30 30|43 78|68 84|2 74|55 28|17 7|19 15|13 69|26 72|20 20|30 29|48 77|
46 57|96 84|89 8|39 20|30 70|43 22|68 16|2 26|55 72|17 93|19 85|13 31|26 28|20 80|30 71|48 23|
57 54|84 4|8 11|20 61|70 70|22 57|16 32|26 98|72 45|93 83|85 81|31 87|28 74|80 80|71 70|23 52|
54 43|4 16|11 92|61 80|70 30|57 78|32 84|98 74|45 28|83 7|81 15|87 69|74 72|80 20|70 29|52 77|
18 19|90 40|30 21|19 69|8 97|71 60|91 31|94 39|77 75|66 68|90 85|24 48|94 15|0 2|61 52|97 10|
82 19|10 40|70 21|81 69|92 97|29 60|9 31|6 39|23 75|34 68|10 85|76 48|6 15|100 2|39 52|3 10|
18 81|90 60|30 79|19 31|8 3|71 40|91 69|94 61|77 25|66 32|90 15|24 52|94 85|0 98|61 48|97 90|
19 18|40 90|21 30|69 19|97 8|60 71|31 91|39 94|75 77|68 66|85 90|48 24|15 94|2 0|52 61|10 97|
19 82|40 10|21 70|69 81|97 92|60 29|31 9|39 6|75 23|68 34|85 10|48 76|15 6|2 100|52 39|10 3|
82 81|10 60|70 79|81 31|92 3|29 40|9 69|6 61|23 25|34 32|10 15|76 52|6 85|100 98|39 48|3 90|
81 18|60 90|79 30|31 19|3 8|40 71|69 91|61 94|25 77|32 66|15 90|52 24|85 94|98 0|48 61|90 97|
28 89|85 75|83 63|89 84|27 37|25 96|5 37|29 75|23 42|85 2|29 30|84 8|16 50|24 99|28 77|30 70|
72 89|15 75|17 63|11 84|73 37|75 96|95 37|71 75|77 42|15 2|71 30|16 8|84 50|76 99|72 77|70 70|
28 11|85 25|83 37|89 16|27 63|25 4|5 63|29 25|23 58|85 98|29 70|84 92|16 50|24 1|28 23|30 30|
89 28|75 85|63 83|84 89|37 27|96 25|37 5|75 29|42 23|2 85|30 29|8 84|50 16|99 24|77 28|70 30|
89 72|75 15|63 17|84 11|37 73|96 75|37 95|75 71|42 77|2 15|30 71|8 16|50 84|99 76|77 72|70 70|
72 11|15 25|17 37|11 16|73 63|75 4|95 63|71 25|77 58|15 98|71 70|16 92|84 50|76 1|72 23|70 30|
11 28|25 85|37 83|16 89|63 27|4 25|63 5|25 29|58 23|98 85|70 29|92 84|50 16|1 24|23 28|30 30|
12 5|95 59|44 86|51 74|46 19|89 58|21 29|66 14|57 18|73 46|1 23|49 66|91 58|13 7|15 12|74 46|
88 5|5 59|56 86|49 74|54 19|11 58|79 29|34 14|43 18|27 46|99 23|51 66|9 58|87 7|85 12|26 46|
12 95|95 41|44 14|51 26|46 81|89 42|21 71|66 86|57 82|73 54|1 77|49 34|91 42|13 93|15 88|74 54|
5 12|59 95|86 44|74 51|19 46|58 89|29 21|14 66|18 57|46 73|23 1|66 49|58 91|7 13|12 15|46 74|
5 88|59 5|86 56|74 49|19 54|58 11|29 79|14 34|18 43|46 27|23 99|66 51|58 9|7 87|12 85|46 26|
88 95|5 41|56 14|49 26|54 81|11 42|79 71|34 86|43 82|27 54|99 77|51 34|9 42|87 93|85 88|26 54|
95 12|41 95|14 44|26 51|81 46|42 89|71 21|86 66|82 57|54 73|77 1|34 49|42 91|93 13|88 15|54 74|
49 65|91 25|19 13|36 87|26 65|35 46|29 15|27 61|2 5|0 84|52 61|41 15|42 10|1 82|4 75|47 68|
51 65|9 25|81 13|64 87|74 65|65 46|71 15|73 61|98 5|100 84|48 61|59 15|58 10|99 82|96 75|53 68|
49 35|91 75|19 87|36 13|26 35|35 54|29 85|27 39|2 95|0 16|52 39|41 85|42 90|1 18|4 25|47 32|
65 49|25 91|13 19|87 36|65 26|46 35|15 29|61 27|5 2|84 0|61 52|15 41|10 42|82 1|75 4|68 47|
65 51|25 9|13 81|87 64|65 74|46 65|15 71|61 73|5 98|84 100|61 48|15 59|10 58|82 99|75 96|68 53|
51 35|9 75|81 87|64 13|74 35|65 54|71 85|73 39|98 95|100 16|48 39|59 85|58 90|99 18|96 25|53 32|
35 49|75 91|87 19|13 36|35 26|54 35|85 29|39 27|95 2|16 0|39 52|85 41|90 42|18 1|25 4|32 47|
31 16|71 40|58 74|47 29|62 36|64 65|98 41|54 90|24 62|51 57|3 71|40 62|89 58|0 72|45 59|61 67|
69 16|29 40|42 74|53 29|38 36|36 65|2 41|46 90|76 62|49 57|97 71|60 62|11 58|100 72|55 59|39 67|
31 84|71 60|58 26|47 71|62 64|64 35|98 59|54 10|24 38|51 43|3 29|40 38|89 42|0 28|45 41|61 33|
16 31|40 71|74 58|29 47|36 62|65 64|41 98|90 54|62 24|57 51|71 3|62 40|58 89|72 0|59 45|67 61|
16 69|40 29|74 42|29 53|36 38|65 36|41 2|90 46|62 76|57 49|71 97|62 60|58 11|72 100|59 55|67 39|
69 84|29 60|42 26|53 71|38 64|36 35|2 59|46 10|76 38|49 43|97 29|60 38|11 42|100 28|55 41|39 33|
84 31|60 71|26 58|71 47|64 62|35 64|59 98|10 54|38 24|43 51|29 3|38 40|42 89|28 0|41 45|33 61|
70 60|52 58|98 86|82 82|59 26|18 58|39 94|86 32|71 38|3 55|41 55|47 11|52 79|9 56|53 19|87 83|
30 60|48 58|2 86|18 82|41 26|82 58|61 94|14 32|29 38|97 55|59 55|53 11|48 79|91 56|47 19|13 83|
70 40|52 42|98 14|82 18|59 74|18 42|39 6|86 68|71 62|3 45|41 45|47 89|52 21|9 44|53 81|87 17|
